"word","coef","var","label","theme"
"transition",0.697642932991327,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"energie",0.532884361085903,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"vie",0.409659631311956,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"priorite",0.266603887044289,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"economie",0.251639837179454,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"reduire",0.251639837179454,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"taxer",0.24402326642383,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"agriculture",0.231401373332942,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"nucleaire",0.214633978770711,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"entreprises",0.213414634146341,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"mieux",0.195121951219512,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"changer",0.193535694060279,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"monde",0.187733550775604,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","ecolo"
"ecologie",1,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"enfants",0.151079136690647,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"sens",0.140287769784173,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"arreter",0.129496402877698,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"respect",0.12589928057554,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"mieux",-0.0980387064195304,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"carbone",-0.100034541380673,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"entreprises",-0.107229835146361,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"changement",-0.123727018010742,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"changer",-0.135510543535574,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"agriculture",-0.162023475966447,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"monde",-0.167915123031844,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"taxe",-0.167915123031844,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"taxer",-0.170861120110072,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"environnement",-0.502448370400093,"C15_POP15P_CS7mean_CP","% Retraités","ecolo"
"rural",-0.266042844775191,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"vehicule",-0.266042844775191,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"fin",-0.308049609739694,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"citoyens",-0.319444444444444,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"pesticides",-0.319444444444444,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"creer",-0.350056374704198,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"plan",-0.350056374704198,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"nucleaire",-0.402777777777778,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"economie",-0.472222222222222,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"reduire",-0.472222222222222,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"priorite",-0.574092454514885,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"transition",-0.709288727312347,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"ecologique",-0.745577918012048,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"vie",-0.882142064254579,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"energie",-1,"C15_POP15P_CS5mean_CP","% Employés","ecolo"
"pollueurs",0.354012537633309,"taux_abstentionmean_CP","% Abstention","ecolo"
"eoliennes",0.302385709228452,"taux_abstentionmean_CP","% Abstention","ecolo"
"planete",0.278732081854561,"taux_abstentionmean_CP","% Abstention","ecolo"
"pollution",0.258582774732545,"taux_abstentionmean_CP","% Abstention","ecolo"
"nucleaire",-0.189053315265865,"taux_abstentionmean_CP","% Abstention","ecolo"
"mieux",-0.195121951219512,"taux_abstentionmean_CP","% Abstention","ecolo"
"entreprises",-0.213414634146341,"taux_abstentionmean_CP","% Abstention","ecolo"
"economie",-0.221648714449635,"taux_abstentionmean_CP","% Abstention","ecolo"
"reduire",-0.221648714449635,"taux_abstentionmean_CP","% Abstention","ecolo"
"monde",-0.254903073272287,"taux_abstentionmean_CP","% Abstention","ecolo"
"taxe",-0.254903073272287,"taux_abstentionmean_CP","% Abstention","ecolo"
"energie",-0.469373748246285,"taux_abstentionmean_CP","% Abstention","ecolo"
"transition",-0.832750006884012,"taux_abstentionmean_CP","% Abstention","ecolo"
"ecologique",-0.875355821189706,"taux_abstentionmean_CP","% Abstention","ecolo"
"environnement",-1,"taux_abstentionmean_CP","% Abstention","ecolo"
"taxer",1,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"agriculture",0.948275862068965,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"changer",0.793103448275862,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"changement",0.724137931034483,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"planete",0.523671092203731,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"pollution",0.485815350598642,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"vehicules",0.448275862068965,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"hydrogene",0.431034482758621,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"mode",0.344827586206897,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"oui",0.327586206896552,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"voitures",0.327586206896552,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"stop",0.315464513375742,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"transport",0.296536642573197,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"arret",0.275862068965517,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"systeme",0.224137931034483,"score_MACRONmean_CP","% Vote Emmanuel Macron","ecolo"
"ecologie",1,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"enfants",0.151079136690647,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"sens",0.140287769784173,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"arreter",0.129496402877698,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"respect",0.12589928057554,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"punitive",0.0863309352517986,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"propositions",0.0539568345323741,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"solaires",0.0539568345323741,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"public",-0.0526809163033756,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"eolien",-0.0702412217378342,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"interdiction",-0.0702412217378342,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"exemple",-0.0913135882591844,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"carbone",-0.0983377104329678,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"monde",-0.16506687108391,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"taxe",-0.16506687108391,"score_FILLONmean_CP","% Vote François Fillon","ecolo"
"ecologie",1,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"pollueurs",0.341207450462068,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"eoliennes",0.291448030603016,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"planete",0.194174878374393,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"monde",-0.204404158451268,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"taxe",-0.204404158451268,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"transports",-0.217895006479008,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"vie",-0.293161923370286,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"changement",-0.311199137813615,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"changer",-0.340837150938721,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"energie",-0.384147880789183,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"agriculture",-0.40752268047021,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"taxer",-0.42975119031404,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"transition",-0.620400772545093,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"ecologique",-0.652142207419493,"score_LEPENmean_CP","% Vote Marine Le Pen","ecolo"
"planete",0.266729892311343,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"pollution",0.247448213349077,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"taxer",0.223702504155081,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"agriculture",0.212131684974646,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"changer",0.17741922743334,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"changement",0.161991468526093,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"stop",0.160680658018881,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"nucleaire",-0.170485564893329,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"vivre",-0.176829268292683,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"mieux",-0.195121951219512,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"economie",-0.199879627805971,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"reduire",-0.199879627805971,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"entreprises",-0.213414634146341,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"energie",-0.423274505942057,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"environnement",-1,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","ecolo"
"citoyens",1,"rev_CP","Revenu médian","cit"
"education",0.903766617712908,"rev_CP","Revenu médian","cit"
"politique",0.728759212529766,"rev_CP","Revenu médian","cit"
"compte",0.606960202318215,"rev_CP","Revenu médian","cit"
"francaise",0.529794224176532,"rev_CP","Revenu médian","cit"
"deputes",0.498629858048501,"rev_CP","Revenu médian","cit"
"representative",0.46746549192047,"rev_CP","Revenu médian","cit"
"participation",0.417603593696832,"rev_CP","Revenu médian","cit"
"institutions",0.394904458598726,"rev_CP","Revenu médian","cit"
"doit",0.380837774003586,"rev_CP","Revenu médian","cit"
"mieux",0.34513423269075,"rev_CP","Revenu médian","cit"
"representation",0.343908841867979,"rev_CP","Revenu médian","cit"
"citoyennete",-0.326718758275842,"rev_CP","Revenu médian","cit"
"vie",-0.364783079628367,"rev_CP","Revenu médian","cit"
"vote",-0.406019427760269,"rev_CP","Revenu médian","cit"
"democratie",0.79541520889041,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"vote",0.550767310397343,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"vie",0.494830005435113,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"citoyennete",0.443195570085362,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"doit",-0.410193464305578,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"laicite",-0.410750707247737,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"representation",-0.45398762380013,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"representative",-0.517241379310345,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"participation",-0.551270686043015,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"deputes",-0.551724137931034,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"francaise",-0.586206896551724,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"compte",-0.653745833737015,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"citoyens",-0.748726851232173,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"politique",-0.962021393290751,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"education",-1,"C15_POP15P_CS6mean_CP","% Ouvriers","cit"
"education",0.679372750973862,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"politique",0.5920314236866,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"francaise",0.398252991950195,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"compte",0.395094676676237,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"deputes",0.37482634536489,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"representative",0.351399698779584,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"citoyens",0.344013404333573,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"participation",0.339253961887827,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"respect",0.303557818816371,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"representation",0.279385615672328,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"laicite",0.252777461798773,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"doit",0.247902542228227,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"vie",-0.256617237834244,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"vote",-0.285626142980724,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"democratie",-1,"C15_POP15P_CS3mean_CP","% Cadre et prof. Int. Sup.","cit"
"democratie",1,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"egalite",0.205875383857607,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"deputes",-0.183751433549449,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"lois",-0.185262523867497,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"francaise",-0.19523589814629,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"exemplarite",-0.208420339350934,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"participation",-0.210830069718206,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"peuple",-0.285613057629058,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"education",-0.333049473308377,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"lsf",-0.347367232251557,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"pouvoir",-0.347367232251557,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"reconnaissance",-0.362805775907182,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"politique",-0.367919141272948,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"constitution",-0.370525047734994,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"respect",-0.818242813748112,"C15_POP15P_CS7mean_CP","% Retraités","cit"
"respect",1,"C15_POP15P_CS5mean_CP","% Employés","cit"
"constitution",0.452830188679245,"C15_POP15P_CS5mean_CP","% Employés","cit"
"reconnaissance",0.443396226415094,"C15_POP15P_CS5mean_CP","% Employés","cit"
"lsf",0.424528301886792,"C15_POP15P_CS5mean_CP","% Employés","cit"
"pouvoir",0.424528301886792,"C15_POP15P_CS5mean_CP","% Employés","cit"
"peuple",0.349056603773585,"C15_POP15P_CS5mean_CP","% Employés","cit"
"francais",-0.269471210559571,"C15_POP15P_CS5mean_CP","% Employés","cit"
"institutions",-0.300944128674763,"C15_POP15P_CS5mean_CP","% Employés","cit"
"vivre",-0.315230472730064,"C15_POP15P_CS5mean_CP","% Employés","cit"
"prise",-0.329790250870372,"C15_POP15P_CS5mean_CP","% Employés","cit"
"mieux",-0.354219158342251,"C15_POP15P_CS5mean_CP","% Employés","cit"
"doit",-0.39086251955007,"C15_POP15P_CS5mean_CP","% Employés","cit"
"education",-0.434553285197934,"C15_POP15P_CS5mean_CP","% Employés","cit"
"compte",-0.622937140532925,"C15_POP15P_CS5mean_CP","% Employés","cit"
"citoyens",-0.762068196805449,"C15_POP15P_CS5mean_CP","% Employés","cit"
"vote",0.52706412178045,"taux_abstentionmean_CP","% Abstention","cit"
"vie",0.473534171912123,"taux_abstentionmean_CP","% Abstention","cit"
"citoyennete",0.424121910495206,"taux_abstentionmean_CP","% Abstention","cit"
"prise",-0.277469298993655,"taux_abstentionmean_CP","% Abstention","cit"
"mieux",-0.298022580400593,"taux_abstentionmean_CP","% Abstention","cit"
"parlement",-0.310344827586207,"taux_abstentionmean_CP","% Abstention","cit"
"civique",-0.327586206896552,"taux_abstentionmean_CP","% Abstention","cit"
"vive",-0.327586206896552,"taux_abstentionmean_CP","% Abstention","cit"
"doit",-0.328852502510999,"taux_abstentionmean_CP","% Abstention","cit"
"personnes",-0.344827586206897,"taux_abstentionmean_CP","% Abstention","cit"
"representative",-0.517241379310345,"taux_abstentionmean_CP","% Abstention","cit"
"compte",-0.524108675876904,"taux_abstentionmean_CP","% Abstention","cit"
"deputes",-0.551724137931034,"taux_abstentionmean_CP","% Abstention","cit"
"francaise",-0.586206896551724,"taux_abstentionmean_CP","% Abstention","cit"
"education",-1,"taux_abstentionmean_CP","% Abstention","cit"
"citoyenne",1,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"confiance",0.601851851851852,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"respect",0.458410373401388,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"elections",0.407407407407407,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"fin",0.314814814814815,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"trop",0.268518518518519,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"constitution",0.207582055879874,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"reconnaissance",0.20325742971571,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"lsf",0.194608177387382,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"pouvoir",0.194608177387382,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"changer",0.185185185185185,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"initiative",0.175925925925926,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"citoyennete",-0.228155617950499,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"vie",-0.254736854993276,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"vote",-0.283533195122951,"score_MACRONmean_CP","% Vote Emmanuel Macron","cit"
"democratie",1,"score_FILLONmean_CP","% Vote François Fillon","cit"
"rendre",-0.105413001105928,"score_FILLONmean_CP","% Vote François Fillon","cit"
"loi",-0.108204825799559,"score_FILLONmean_CP","% Vote François Fillon","cit"
"lois",-0.118041628144973,"score_FILLONmean_CP","% Vote François Fillon","cit"
"exemplarite",-0.132796831663095,"score_FILLONmean_CP","% Vote François Fillon","cit"
"assemblee",-0.136158459761824,"score_FILLONmean_CP","% Vote François Fillon","cit"
"politiques",-0.153727293279478,"score_FILLONmean_CP","% Vote François Fillon","cit"
"peuple",-0.181980843390167,"score_FILLONmean_CP","% Vote François Fillon","cit"
"lsf",-0.221328052771825,"score_FILLONmean_CP","% Vote François Fillon","cit"
"pouvoir",-0.221328052771825,"score_FILLONmean_CP","% Vote François Fillon","cit"
"reconnaissance",-0.231164855117239,"score_FILLONmean_CP","% Vote François Fillon","cit"
"constitution",-0.236083256289946,"score_FILLONmean_CP","% Vote François Fillon","cit"
"republique",-0.303062378179543,"score_FILLONmean_CP","% Vote François Fillon","cit"
"citoyen",-0.518280588770813,"score_FILLONmean_CP","% Vote François Fillon","cit"
"respect",-0.521350524306965,"score_FILLONmean_CP","% Vote François Fillon","cit"
"democratie",1,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"vote",0.458100245609214,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"vie",0.411574439414528,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"citoyennete",0.368627541388664,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"deputes",-0.323220873281558,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"service",-0.339956199597642,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"francaise",-0.343422177861655,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"laicite",-0.358842655130844,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"citoyens",-0.370538027128666,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"representation",-0.396615566197249,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"compte",-0.42061785257823,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"participation",-0.481604616096659,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"education",-0.585837832822824,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"respect",-0.671479903232562,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"politique",-0.840447271227503,"score_LEPENmean_CP","% Vote Marine Le Pen","cit"
"respect",1,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"constitution",0.452830188679245,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"reconnaissance",0.443396226415094,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"lsf",0.424528301886792,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"pouvoir",0.424528301886792,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"peuple",0.349056603773585,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"exemplarite",0.254716981132075,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"personnes",-0.256243128754579,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"mieux",-0.263531044270731,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"doit",-0.290792876436668,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"representative",-0.384364693131868,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"deputes",-0.409989006007326,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"francaise",-0.435613318882784,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"compte",-0.46345114682094,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
"education",-0.743105073388278,"score_MELENCHONmean_CP","% Vote Jean-Luc Mélenchon","cit"
